name,slug,area_name,address,nearest_station,description,website_url,source_url,prefecture,city,google_place_id,is_approved,is_active
上目黒住区センター〔レクリエーションホール〕,上目黒住区センター-レクリエーションホール,目黒区,東京都目黒区祐天寺2-6-6,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,目黒区,,true,true
上野ストアハウス,上野ストアハウス,台東区,東京都台東区北上野1-6-11 ノルドビルＢ1F,,総座席数 120席／なし,http://www.storehouse.ne.jp,http://www.storehouse.ne.jp,東京都,台東区,,true,true
上野学園 〔東上野エオリアンホール〕,上野学園-東上野エオリアンホール,台東区,東京都台東区東上野4-24-12 学校法人上野学園内,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,台東区,,true,true
上野音横丁,上野音横丁,台東区,東京都台東区東上野3-16-3 東宝ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,台東区,,true,true
下北沢 ろくでもない夜,下北沢-ろくでもない夜,世田谷区,東京都世田谷区 北沢 2-6-5 ルイビル3F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢 ＬＩＶＥＨＯＬＩＣ,下北沢-liveholic,世田谷区,東京都世田谷区北沢2-6-5 ルイビル5F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢WAVER,下北沢waver,世田谷区,東京都世田谷区北沢2-14-13 フタバビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ボイスファクトリー,下北沢ボイスファクトリー,世田谷区,東京都世田谷区代田5-19-4 下北沢VOICEビル,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢レッグ,下北沢レッグ,世田谷区,東京都世田谷区代沢5-30-10 アール下北沢B1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ロフト,下北沢ロフト,世田谷区,東京都世田谷区代沢5-31-8 エクセレント下北沢B1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢近松,下北沢近松,世田谷区,東京都世田谷区北沢2-14-16 北沢プラザB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ＢＡＳＥＭＥＮＴ ＢＡＲ,下北沢basement-bar,世田谷区,東京都世田谷区代沢5-18-1 カラバッシュビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ＣＬＵＢ２５１,下北沢club251,世田谷区,東京都世田谷区代沢5-29-15 SYビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢Ｄａｉｓｙ Ｂａｒ,下北沢daisy-bar,世田谷区,東京都世田谷区北沢2-2-3 エルサント北沢B1F,,,http://www.daisybar.jp,http://www.daisybar.jp,東京都,世田谷区,,true,true
下北沢ＥＲＡ,下北沢era,世田谷区,東京都世田谷区北沢2-34-5 プリマヴェール下北沢4F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ＭＯＳＡｉＣ,下北沢mosaic,世田谷区,東京都世田谷区北沢2-2-14 モアイ茶沢1F・B1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下北沢ＳＨＥＬＴＥＲ,下北沢shelter,世田谷区,東京都世田谷区北沢2-6-10 仙田ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
下目黒住区センター〔レクリエーションホール〕,下目黒住区センター-レクリエーションホール,目黒区,東京都目黒区下目黒2-20-19,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,目黒区,,true,true
不忍通りふれあい館〔ホール〕,不忍通りふれあい館-ホール,文京区,東京都文京区根津2-20-7,,総座席数 150席／なし,https://www.city.bunkyo.lg.jp/b011/p006686/index.html,https://www.city.bunkyo.lg.jp/b011/p006686/index.html,東京都,文京区,,true,true
世田谷区立玉川区民会館別館 上用賀アートホール〔集会室〕,世田谷区立玉川区民会館別館-上用賀アートホール-集会室,世田谷区,東京都世田谷区上用賀5-14-1-102,,総座席数 118席／なし,2024年3月でなくなります,2024年3月でなくなります,東京都,世田谷区,,true,true
世田谷文化生活情報センター〔シアタートラム〕,世田谷文化生活情報センター-シアタートラム,世田谷区,東京都世田谷区太子堂4-1-1,,総座席数 225席／なし,https://setagaya-pt.jp/,https://setagaya-pt.jp/,東京都,世田谷区,,true,true
世田谷文化生活情報センター〔世田谷パブリックシアター〕,世田谷文化生活情報センター-世田谷パブリックシアター,世田谷区,東京都世田谷区太子堂4-1-1,,総座席数 612席,https://setagaya-pt.jp/,https://setagaya-pt.jp/,東京都,世田谷区,,true,true
両国門天ホール,両国門天ホール,墨田区,東京都墨田区両国1-3-9 ムラサワビル1-1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,墨田区,,true,true
両国ＳＵＮＲＩＺＥ,両国sunrize,墨田区,東京都墨田区両国4-36-6 ガラス会館B1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,墨田区,,true,true
並木公民館〔大会議室〕,並木公民館-大会議室,国分寺市,東京都国分寺市並木町2-12-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,国分寺市,,true,true
中央公園文化センター〔第1視聴覚室〕,中央公園文化センター-第1視聴覚室,北区,東京都北区十条台1-2-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
中央区中央会館（銀座ブロッサム）〔ホール〕,中央区中央会館-銀座ブロッサム-ホール,中央区,東京都中央区銀座2-15-6,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中央区,,true,true
中央区立日本橋公会堂（日本橋劇場）〔ホール（日本橋劇場）〕,中央区立日本橋公会堂-日本橋劇場-ホール-日本橋劇場,中央区,東京都中央区日本橋蛎殻町1-31-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中央区,,true,true
中央文化センター〔ひばりホール〕,中央文化センター-ひばりホール,府中市,東京都府中市府中町2-25,,総座席数 160席,https://www.city.fuchu.tokyo.jp/shisetu/komyunite/senta/chuo.html,https://www.city.fuchu.tokyo.jp/shisetu/komyunite/senta/chuo.html,東京都,府中市,,true,true
中央町さくらプラザ〔レクリエーションホール〕,中央町さくらプラザ-レクリエーションホール,目黒区,東京都目黒区中央町2-4-18 中央町さくらプラザ1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,目黒区,,true,true
中央町社会教育館〔レクリエーションホール〕,中央町社会教育館-レクリエーションホール,目黒区,東京都目黒区中央町2-4-18 中央町さくらプラザB1F,,総座席数 100席／なし,http://www.city.meguro.tokyo.jp/shisetsu/shisetsu/kyoiku_shisetsu/chuocho/index.html,http://www.city.meguro.tokyo.jp/shisetsu/shisetsu/kyoiku_shisetsu/chuocho/index.html,東京都,目黒区,,true,true
中清戸地域市民センター〔多目的ホール〕,中清戸地域市民センター-多目的ホール,清瀬市,東京都清瀬市中清戸4-847-5,,総座席数 72席,http://kiyose-civiccenter.net/nakakiyoto.html,http://kiyose-civiccenter.net/nakakiyoto.html,東京都,清瀬市,,true,true
中目黒 楽屋,中目黒-楽屋,目黒区,東京都目黒区上目黒2-15-6 モロハシビル1F,,総座席数 55席,https://www.rakuya.asia,https://www.rakuya.asia,東京都,目黒区,,true,true
中目黒GTプラザホール〔ホール〕,中目黒gtプラザホール-ホール,目黒区,東京都目黒区上目黒2-1-3,,総座席数 150席,https://www.persimmon.or.jp/about/gt.html,https://www.persimmon.or.jp/about/gt.html,東京都,目黒区,,true,true
中目黒キンケロ・シアター,中目黒キンケロ-シアター,目黒区,東京都目黒区青葉台1-15-11,,総座席数 133席／なし,http://kinkero-theater.com/index.html,http://kinkero-theater.com/index.html,東京都,目黒区,,true,true
中目黒トライ,中目黒トライ,目黒区,東京都目黒区上目黒3-6-5 中目ビル5F,,総座席数 80席／なし,https://sites.google.com/a/nakameguro-try.com/zhong-mu-heitorai/,https://sites.google.com/a/nakameguro-try.com/zhong-mu-heitorai/,東京都,目黒区,,true,true
中里地域市民センター〔多目的ホール〕,中里地域市民センター-多目的ホール,清瀬市,東京都清瀬市中里4-1301,,総座席数 85席／なし,nakazato@kiyose-community.jp,nakazato@kiyose-community.jp,東京都,清瀬市,,true,true
中野区もみじ山文化センター なかのZERO〔大ホール〕,中野区もみじ山文化センター-なかのzero-大ホール,中野区,東京都中野区中野2-9-7,,総座席数 1292席,https://nicesacademia.jp/,https://nicesacademia.jp/,東京都,中野区,,true,true
中野区もみじ山文化センター なかのZERO〔視聴覚ホール〕,中野区もみじ山文化センター-なかのzero-視聴覚ホール,中野区,東京都中野区中野2-9-7,,総座席数 100席,https://nicesacademia.jp/,https://nicesacademia.jp/,東京都,中野区,,true,true
中野区野方区民ホール〔野方区民ホール〕,中野区野方区民ホール-野方区民ホール,中野区,東京都中野区野方5-3-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中野区,,true,true
中野ＭＯＯＮ ＳＴＥＰ,中野moon-step,中野区,東京都中野区中央5-39-16,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中野区,,true,true
中野ｈｅａｖｙｓｉｃｋ ＺＥＲＯ,中野heavysick-zero,中野区,東京都中野区中野5-41-8 カースク中野B1F・B2F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中野区,,true,true
丸ビルホール＆コンファレンススクエア〔丸ビルホール〕,丸ビルホール-コンファレンススクエア-丸ビルホール,千代田区,東京都千代田区丸の内2-4-1 丸ビル7F・8F,,,http://www.marunouchi-hc.jp/hc-marubiru/,http://www.marunouchi-hc.jp/hc-marubiru/,東京都,千代田区,,true,true
亀有地区センター〔多目的ホール〕,亀有地区センター-多目的ホール,葛飾区,東京都葛飾区亀有3-26-1 リリオ館7F,,総座席数 130席／なし,http://www.city.katsushika.lg.jp/institution/1000093/1006724/1006749.html,http://www.city.katsushika.lg.jp/institution/1000093/1006724/1006749.html,東京都,葛飾区,,true,true
二松学舎大学 中洲記念講堂,二松学舎大学-中洲記念講堂,千代田区,東京都千代田区三番町6-16,,総座席数 415席,http://www.nishogakusha-u.ac.jp/,http://www.nishogakusha-u.ac.jp/,東京都,千代田区,,true,true
五反田文化センター〔音楽ホール〕,五反田文化センター-音楽ホール,品川区,東京都品川区西五反田6-5-1,,総座席数 250席／改修,http://www.city.shinagawa.tokyo.jp/hp/menu000000400/hpg000000314.htm,http://www.city.shinagawa.tokyo.jp/hp/menu000000400/hpg000000314.htm,東京都,品川区,,true,true
五日市会館〔ホール〕,五日市会館-ホール,あきる野市,東京都あきる野市五日市412,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,あきる野市,,true,true
五日市地域交流センター〔まほろばホール〕,五日市地域交流センター-まほろばホール,あきる野市,東京都あきる野市五日市411,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,あきる野市,,true,true
亜細亜大学 ３号館講堂,亜細亜大学-3号館講堂,武蔵野市,東京都武蔵野市境5丁目8番,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,武蔵野市,,true,true
京橋プラザ区民館〔多目的ホール〕,京橋プラザ区民館-多目的ホール,中央区,東京都中央区銀座1-25-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中央区,,true,true
京王堀之内time tokyo,京王堀之内time-tokyo,八王子市,東京都八王子市別所1-1-4 ライブリーB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,八王子市,,true,true
仙川フィックスホール,仙川フィックスホール,調布市,東京都調布市仙川町1-25-2 仙川アヴェニュー北プラザ2Ｆ,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,調布市,,true,true
代々木の森 リブロホール,代々木の森-リブロホール,渋谷区,東京都渋谷区代々木3-35-4 ミネビル1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
代々木能舞台,代々木能舞台,渋谷区,東京都渋谷区代々木4-36-14,,総座席数 120席,http://www.yoyoginoubutai.com/,http://www.yoyoginoubutai.com/,東京都,渋谷区,,true,true
代々木Ｂａｒｂａｒａ,代々木barbara,渋谷区,東京都渋谷区代々木1-42-4 代々木P1ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
代官山NOMAD,代官山nomad,渋谷区,東京都渋谷区猿楽町3-9 アベニューサイド代官山3F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
代田区民センター〔多目的室〕,代田区民センター-多目的室,世田谷区,東京都世田谷区代田6-34-13,,,http://www.city.setagaya.lg.jp/shisetsu/1202/1235/d00004102.html,http://www.city.setagaya.lg.jp/shisetsu/1202/1235/d00004102.html,東京都,世田谷区,,true,true
仲町公民館〔ホール〕,仲町公民館-ホール,小平市,東京都小平市仲町145,,総座席数 50席／なし,http://www.city.kodaira.tokyo.jp/kurashi/001/001354.html,http://www.city.kodaira.tokyo.jp/kurashi/001/001354.html,東京都,小平市,,true,true
俳優座劇場,俳優座劇場,港区,東京都港区六本木4-9-2,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,港区,,true,true
元気ぷらざ〔第2ホール〕,元気ぷらざ-第2ホール,北区,東京都北区志茂1-2-22,,,https://genkiplaza.tokyo.jp,https://genkiplaza.tokyo.jp,東京都,北区,,true,true
光が丘区民ホール〔多目的ホール〕,光が丘区民ホール-多目的ホール,練馬区,東京都練馬区光が丘2-9-6 光が丘区民センター内,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,練馬区,,true,true
光公民館〔集会ホール〕,光公民館-集会ホール,国分寺市,東京都国分寺市光町3-13-19,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,国分寺市,,true,true
入新井集会室〔大集会室〕,入新井集会室-大集会室,大田区,東京都大田区大森北1-10-14,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,大田区,,true,true
全電通労働会館〔全電通ホール〕,全電通労働会館-全電通ホール,千代田区,東京都千代田区神田駿河台3-6,,総座席数 420席,https://zhall.or.jp/,https://zhall.or.jp/,東京都,千代田区,,true,true
八丈町多目的ホール おじゃれ,八丈町多目的ホール-おじゃれ,八丈町,東京都八丈島八丈町大賀郷2551-2,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,八丈町,,true,true
八広地域プラザ 吾嬬の里〔多目的ホール 〕,八広地域プラザ-吾嬬の里-多目的ホール,墨田区,東京都墨田区八広4-35-17,,総座席数 120席,http://www.azumanosato.com/,http://www.azumanosato.com/,東京都,墨田区,,true,true
八潮区民集会所〔レクホール〕,八潮区民集会所-レクホール,品川区,東京都品川区八潮5-10-27,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,品川区,,true,true
八王子市北野余熱利用センター あったかホール〔多目的ホール〕,八王子市北野余熱利用センター-あったかホール-多目的ホール,八王子市,東京都八王子市北野町596-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,八王子市,,true,true
八王子市北野市民センター〔ホール〕,八王子市北野市民センター-ホール,八王子市,東京都八王子市北野町545-3 きたのタウンビル８Ｆ,,総座席数 297席／なし,http://www.hachiojibunka.or.jp/center/kitano/index.html,http://www.hachiojibunka.or.jp/center/kitano/index.html,東京都,八王子市,,true,true
八王子市南大沢文化会館〔主ホール〕,八王子市南大沢文化会館-主ホール,八王子市,東京都八王子市南大沢2-27,,総座席数 500席,http://www.hachiojibunka.or.jp/minami/,http://www.hachiojibunka.or.jp/minami/,東京都,八王子市,,true,true
八王子市南大沢文化会館〔交流ホール〕,八王子市南大沢文化会館-交流ホール,八王子市,東京都八王子市南大沢2-27,,総座席数 230席,http://www.hachiojibunka.or.jp/minami/,http://www.hachiojibunka.or.jp/minami/,東京都,八王子市,,true,true
八王子市学園都市センター〔イベントホール〕,八王子市学園都市センター-イベントホール,八王子市,東京都八王子市旭町1八王子スクエアビル12階,,総座席数 288席,http://www.hachiojibunka.or.jp/gakuen/gakuen_event.php,http://www.hachiojibunka.or.jp/gakuen/gakuen_event.php,東京都,八王子市,,true,true
八王子市民会館（J:COMホール八王子）〔ホール〕,八王子市民会館-j-comホール八王子-ホール,八王子市,東京都八王子市子安町4-7-1 サザンスカイタワー八王子 4F,,総座席数 1877席,https://jcom.hall-info.jp/,https://jcom.hall-info.jp/,東京都,八王子市,,true,true
八王子市生涯学習センター(クリエイトホール） 〔ホール〕,八王子市生涯学習センター-クリエイトホール-ホール,八王子市,東京都八王子市東町5-6,,総座席数 242席,http://www.city.hachioji.tokyo.jp/kurashi/kyoiku/004/001/001/p005127.html,http://www.city.hachioji.tokyo.jp/kurashi/kyoiku/004/001/001/p005127.html,東京都,八王子市,,true,true
八王子市芸術文化会館（いちょうホール）〔大ホール〕,八王子市芸術文化会館-いちょうホール-大ホール,八王子市,東京都八王子市本町24-1,,総座席数 800席／なし,https://www.hachiojibunka.or.jp/icho/,https://www.hachiojibunka.or.jp/icho/,東京都,八王子市,,true,true
八王子市芸術文化会館（いちょうホール）〔小ホール〕,八王子市芸術文化会館-いちょうホール-小ホール,八王子市,東京都八王子市本町24-1,,総座席数 282席／なし,https://www.hachiojibunka.or.jp/icho/,https://www.hachiojibunka.or.jp/icho/,東京都,八王子市,,true,true
八王子Ｍａｔｃｈ Ｖｏｘ,八王子match-vox,八王子市,東京都八王子市三崎町2-7 ヨーロービルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,八王子市,,true,true
八王子ＲＩＰＳ,八王子rips,八王子市,東京都八王子市三崎町2-7 ヨーロービル5F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,八王子市,,true,true
公民館貫井北分館〔北町ホール〕,公民館貫井北分館-北町ホール,小金井市,東京都小金井市貫井北町1-11-12 貫井北センター,,なし,http://www.ntk-koganei.org/community_center/index.php,http://www.ntk-koganei.org/community_center/index.php,東京都,小金井市,,true,true
公益財団法人国際文化会館〔公益財団法人国際文化会館〕,公益財団法人国際文化会館-公益財団法人国際文化会館,港区,東京都港区六本木5-11-16,,,https.//ihj.global,https.//ihj.global,東京都,港区,,true,true
六本木クラップス,六本木クラップス,港区,東京都港区六本木3-16-33 青葉六本木ビルB1F,,総座席数 80席,https://c-laps.jp/,https://c-laps.jp/,東京都,港区,,true,true
六本木トリコロールシアター,六本木トリコロールシアター,港区,東京都港区六本木6-8-15,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,港区,,true,true
六本木ヒルズ ハリウッドビューティプラザ〔ハリウッドホール〕,六本木ヒルズ-ハリウッドビューティプラザ-ハリウッドホール,港区,東京都港区六本木６丁目４－１,,総座席数 1200席,https://www.hollywood.ac.jp/hall/,https://www.hollywood.ac.jp/hall/,東京都,港区,,true,true
六郷文化センター 〔第二集会室〕,六郷文化センター-第二集会室,大田区,東京都大田区西六郷4-1-5,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,大田区,,true,true
初台区民会館〔大集会室〕,初台区民会館-大集会室,渋谷区,東京都渋谷区初台1-33-10,,総座席数 100席,http://www.city.shibuya.tokyo.jp/est/kmkaikan/km_hatsudai.html,http://www.city.shibuya.tokyo.jp/est/kmkaikan/km_hatsudai.html,東京都,渋谷区,,true,true
初台Ｔｈｅ ＤＯＯＲＳ,初台the-doors,渋谷区,東京都渋谷区本町1-2-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
創価大学 ディスカバリーホール,創価大学-ディスカバリーホール,八王子市,東京都八王子市丹木町１丁目236番地,,総座席数 1000席,http://www.soka.ac.jp/inquiries/,http://www.soka.ac.jp/inquiries/,東京都,八王子市,,true,true
加賀町ホール,加賀町ホール,新宿区,東京都新宿区市谷加賀町2-5-26 3F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,新宿区,,true,true
北とぴあ 〔さくらホール〕,北とぴあ-さくらホール,北区,東京都北区王子1-11-1 2階,,,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔つつじホール〕,北とぴあ-つつじホール,北区,東京都北区王子1-11-1 3階,,総座席数 402席,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔カナリアホール〕,北とぴあ-カナリアホール,北区,東京都北区王子1-11-1 14階,,,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔スカイホール〕,北とぴあ-スカイホール,北区,東京都北区王子1-11-1 14階,,,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔ドームホール〕,北とぴあ-ドームホール,北区,東京都北区王子1-11-1,,,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔ペガサスホール〕,北とぴあ-ペガサスホール,北区,東京都北区王子1-11-1 15階,,,https://www.hokutopia.jp/,https://www.hokutopia.jp/,東京都,北区,,true,true
北とぴあ 〔飛鳥ホール〕,北とぴあ-飛鳥ホール,北区,東京都北区王子1-11-1 13階,,,http://www.hokutopia.jp/,http://www.hokutopia.jp/,東京都,北区,,true,true
北区滝野川会館〔大ホール(もみじ)〕,北区滝野川会館-大ホール-もみじ,北区,東京都北区西ヶ原1-23-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
北区滝野川会館〔小ホール〕,北区滝野川会館-小ホール,北区,東京都北区西ヶ原1-23-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
北区立赤羽文化センター〔第1視聴覚室〕,北区立赤羽文化センター-第1視聴覚室,北区,東京都北区赤羽西1-6-1-301 パルロードⅡ 3F,,総座席数 100席／なし,https://www.kita-bunka.com/si/si02-akabane/si02-1sicyokaku.html,https://www.kita-bunka.com/si/si02-akabane/si02-1sicyokaku.html,東京都,北区,,true,true
北区赤羽会館〔大ホール〕,北区赤羽会館-大ホール,北区,東京都北区赤羽南1-13-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
北区赤羽会館〔小ホール〕,北区赤羽会館-小ホール,北区,東京都北区赤羽南1-13-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
北区赤羽会館〔講堂〕,北区赤羽会館-講堂,北区,東京都北区赤羽南1-13-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,北区,,true,true
北池袋新生館シアター,北池袋新生館シアター,豊島区,東京都豊島区池袋本町1-37-8 中村ビル2Ｆ,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,豊島区,,true,true
北沢タウンホール（北沢区民会館）〔ホール〕,北沢タウンホール-北沢区民会館-ホール,世田谷区,東京都世田谷区北沢2-8-18,,総座席数 294席／改修,https://www.setagaya.co.jp/kuminkaikan/kitazawatownhall/,https://www.setagaya.co.jp/kuminkaikan/kitazawatownhall/,東京都,世田谷区,,true,true
北葛西コミュニティ会館〔ホール〕,北葛西コミュニティ会館-ホール,江戸川区,東京都江戸川区北葛西2-11-39,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,江戸川区,,true,true
区民ひろば南池袋〔集会室〕,区民ひろば南池袋-集会室,豊島区,東京都豊島区南池袋3-5-12,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,豊島区,,true,true
区民ひろば富士見台〔集会室〕,区民ひろば富士見台-集会室,豊島区,東京都豊島区南長崎1-6-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,豊島区,,true,true
十四世喜多六平太記念能楽堂,十四世喜多六平太記念能楽堂,品川区,東京都品川区上大崎4ｰ6ｰ9,,総座席数 385席／なし,https://kita-noh.com/,https://kita-noh.com/,東京都,品川区,,true,true
千代田区立九段生涯学習館〔レクリエーションホール〕,千代田区立九段生涯学習館-レクリエーションホール,千代田区,東京都千代田区九段南1-5-10,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,千代田区,,true,true
千代田区立内幸町ホール〔ホール〕,千代田区立内幸町ホール-ホール,千代田区,東京都千代田区内幸町1-5-1,,,http://www.uchisaiwai-hall.jp/,http://www.uchisaiwai-hall.jp/,東京都,千代田区,,true,true
千代田区立日比谷図書文化館〔スタジオプラス（小ホール）〕,千代田区立日比谷図書文化館-スタジオプラス-小ホール,千代田区,東京都千代田区日比谷公園1-4,,総座席数 60席,https://www.library.chiyoda.tokyo.jp/space/hibiyastudio/,https://www.library.chiyoda.tokyo.jp/space/hibiyastudio/,東京都,千代田区,,true,true
千代田区立日比谷図書文化館〔日比谷コンベンションホール（大ホール）〕,千代田区立日比谷図書文化館-日比谷コンベンションホール-大ホール,千代田区,東京都千代田区日比谷公園1-4,,総座席数 207席,https://www.library.chiyoda.tokyo.jp/space/hibiyahall/,https://www.library.chiyoda.tokyo.jp/space/hibiyahall/,東京都,千代田区,,true,true
千早地域文化創造館 〔第一会議室〕,千早地域文化創造館-第一会議室,豊島区,東京都豊島区千早2-35-12,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,豊島区,,true,true
千本桜ホール,千本桜ホール,目黒区,東京都目黒区鷹番3-8-11 第3エスペランス3Ｆ,,なし,http://www.senbonzakura.jp,http://www.senbonzakura.jp,東京都,目黒区,,true,true
千駄ヶ谷区民会館〔集会場〕,千駄ヶ谷区民会館-集会場,渋谷区,東京都渋谷区神宮前1-1-10,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
